SMILES,prediction_probability
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.325
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,0.155
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.535
Brc1cccc(Br)c1-c1c(Br)cccc1Br,0.145
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0.435
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,0.43
COP(=S)(OC)Oc1ccccc1,0.265
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,0.265
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,0.265
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,0.31
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,0.245
Clc1ccc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,0.22
CCc1cccc(-c2cccc(CC)c2)c1,0.185
C=Cc1cccc(C=C)c1,0.16
C=Cc1ccc(C=C)cc1,0.215
Clc1cc(Cl)c2cc(Cl)ccc2c1,0.325
CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,0.35
CC(C)(C)CC(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,0.345
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,0.25
Clc1cccc2cccc(Cl)c12,0.19
CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,0.34
CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,0.285
COc1c(Cl)c(Cl)cc(Cl)c1Cl,0.35
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,0.26
Cc1ccc2c(ccc3ccccc32)c1,0.205
COc1c(Cl)cc(Cl)c(Cl)c1Cl,0.405
Clc1cc2oc3c(Cl)c(Cl)cc(Cl)c3c2c(Cl)c1Cl,0.18
CCCCC(CC)C(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,0.45
COc1cc(Cl)c(Cl)c(Cl)c1,0.445
Clc1cc(Cl)c2c(oc3c(Cl)cc(Cl)c(Cl)c32)c1Cl,0.185
CCCCCCCc1ccc(OC(F)(F)C(F)F)cc1,0.52
CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,0.535
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,0.23
Cc1c(Cl)cccc1[N+](=O)[O-],0.18
Cc1ccc(Cl)cc1[N+](=O)[O-],0.315
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0.41
CC1CNC(=S)N1,0.315
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.31
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.57
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,0.46
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.395
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,0.415
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,0.395
CCSC(=O)N1CCCCCC1,0.285
NC(=O)c1c(Cl)cccc1Cl,0.145
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,0.325
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,0.245
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,0.24
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,0.275
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,0.24
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,0.25
Clc1ccc(-c2ccccc2Cl)cc1Cl,0.085
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,0.265
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,0.23
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0.215
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.305
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.385
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0.39
CCOP(=S)(OCC)SCSC(C)(C)C,0.38
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0.11
CCNc1nc(NC(C)(C)C)nc(SC)n1,0.33
CCOP(=S)(CC)Sc1ccccc1,0.155
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,0.32
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.195
O=C(O)CNCP(=O)(O)O,0.475
CCNc1nc(NC(C)CC)nc(OC)n1,0.405
CSc1nnc(C(C)(C)C)c(=O)n1N,0.295
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.395
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,0.07
Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,0.25
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,0.16
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,0.24
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,0.085
Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,0.26
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,0.25
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,0.19
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,0.095
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.23
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,0.24
CC(C)c1ccc2ccccc2c1,0.2
Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,0.295
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.25
Cc1cc(Cl)c(Cl)cc1Cl,0.33
Clc1ccc2oc3ccc(Cl)cc3c2c1,0.25
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0.44
CC1CC(C)CC(C)(C)C1,0.39
c1ccc(-c2cccc3ccccc23)cc1,0.155
CC(C)C1CCC(C(C)C)CC1,0.31
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.435
Clc1cc2ccccc2c2ccccc12,0.17
C=CCCC(CC)CCCC,0.445
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,0.26
C=CCCCCCCCCCC,0.53
Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,0.255
CC(C)CC1CC(C)CCC1C,0.36
CC1CC(C)CC(C)C1,0.425
CCCCCCCC(C)C(C)(C)C,0.51
Cc1ccc2c(c1)CCCC2(C)C,0.34
Cc1ccc(C)c(Cc2ccccc2)c1,0.175
CCCCCCC(CC)CC,0.52
CCCCC(C)C(C)C,0.46
c1ccc(Nc2cccc3ccccc23)cc1,0.21
Clc1cc(Cl)cc(Cl)c1,0.255
CC(C)CC1CCCCC1,0.33
CC(=CC(C)(C)C)CC(C)(C)C,0.32
CC(=CC(C)C)CC(C)C,0.32
CCCCCCC1CCCCC1,0.52
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0.335
C=CCCCCCCCC,0.53
c1ccc2c(c1)oc1ccccc12,0.075
C=CCCCCCCC,0.53
CCCCC(C)CCCC(C)C,0.445
Brc1ccc(Br)c(Br)c1Br,0.21
Cc1cccc2c1ccc1ccccc12,0.235
CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,0.45
CC(C)c1cccc(C(C)C)c1,0.165
CCCCCCCCC,0.52
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,0.175
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0.075
CC1CCC(C)c2ccccc21,0.095
Clc1cc(Cl)c(Cl)c(Cl)c1,0.255
Clc1cc2c(oc3c(Cl)cccc32)c(Cl)c1Cl,0.18
c1ccc(-c2ccccc2-c2ccccc2)cc1,0.075
OCc1cc(Cl)cc(Cl)c1Cl,0.265
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,0.21
Clc1ccc2c(c1)oc1c(Cl)cccc12,0.19
c1ccc(Cc2ccccc2)cc1,0.085
Cc1ccc2cc(C)c(C)cc2c1,0.355
C=C1C2CCC(C2)C1(C)C,0.335
CC(C)COc1ccc2ccccc2c1,0.26
C=C(C)c1ccc(Cl)cc1,0.25
C1CCC2CCCC2C1,0.295
Clc1cc2c(cc1Cl)Oc1ccccc1O2,0.13
CC1C=CCC(C)(C)C1,0.37
Cc1ccc(C)c(C)c1C,0.29
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,0.15
Brc1cccc(Br)c1,0.16
Cc1cccc(C(C)C)c1,0.195
COP(=O)(OC)Oc1ccccc1,0.225
CCc1ccc(CC)cc1,0.26
Cc1ccc2ccc3cccc4ccc1c2c34,0.25
CC(C)CCCCCCCCCCO,0.425
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,0.185
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.335
O=C(Cc1ccccc1)N=C(NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,0.205
CCc1cc2ccccc2c2ccccc12,0.145
Cc1cc2ccccc2cc1C,0.23
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.29
ClCCOC(c1ccccc1)c1ccccc1,0.145
c1ccc2c(c1)Nc1ccccc1S2,0.22
Clc1cccc(-c2cccc(Cl)c2)c1,0.16
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,0.27
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,0.18
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,0.375
Cc1cc2ccccc2c2ccccc12,0.22
CCC(C)c1cccc(C(C)CC)c1O,0.175
Clc1cccc(Cl)c1,0.16
c1ccc(COCc2ccccc2)cc1,0.13
CC(C)CCCCCCCO,0.425
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0.145
c1ccc2c(c1)CCCC2,0.08
CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,0.26
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,0.135
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,0.26
c1ccc2c(c1)c1ccccc1c1ccccc21,0.075
Cc1ccc2cc3ccccc3cc2c1,0.225
c1ccc2nc3ccccc3cc2c1,0.125
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,0.19
CCNc1cccc2ccccc12,0.21
O=C1c2ccccc2C(=O)c2c(O)cccc21,0.17
Nc1cc(Cl)c(Cl)c(Cl)c1,0.25
ClC1CCCCC1,0.295
O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,0.11
Nc1cc(Cl)c(Cl)cc1Cl,0.25
Cc1cccc(C)c1C,0.2
FC(F)(F)c1cccc(Cl)c1,0.225
COc1cccc2ccccc12,0.27
Brc1ccc(Br)cc1,0.22
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,0.225
COP(=S)(OC)Oc1ccc(SC)c(C)c1,0.485
Cc1ccc(C)c(C)c1,0.295
c1ccc2c(c1)ccc1c3ccccc3ccc21,0.14
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0.275
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,0.205
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,0.395
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0.265
BrCCCCCCCCCCBr,0.4
Nc1c(Cl)cc(Cl)cc1Cl,0.25
Nc1cccc2c1C(=O)c1ccccc1C2=O,0.1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.41
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,0.425
O=C1c2ccccc2C(=O)c2ccccc21,0.08
Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0.19
C1CCCCC1,0.295
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,0.34
C=C(C)c1ccccc1,0.095
CSc1nc(NC(C)C)nc(NC(C)C)n1,0.32
COc1cc(Cl)c(Cl)cc1O,0.37
Oc1cc(Cl)cc(Cl)c1,0.255
C=Cc1ccncc1,0.215
CCCCOCCCC,0.49
Cc1ccccc1Cl,0.17
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0.48
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,0.385
OC(c1ccccc1)c1ccc(Cl)cc1,0.1
N#CSCSc1nc2ccccc2s1,0.18
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0.285
Oc1ccc(Cl)c(Cl)c1,0.23
CC(C)(C)c1ccc(O)cc1,0.23
CN(C)C1CSSC1,0.395
FC(F)(F)c1ccccc1,0.14
CCCCCCCCCCCCCCCC,0.52
ClCC(Cl)(Cl)CCl,0.395
FC(F)(Cl)C(F)(Cl)Cl,0.31
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,0.29
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.085
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,0.14
CCNc1nc(NC(C)C)nc(SC)n1,0.33
Oc1ccccc1Br,0.07
CC1(O)CC2CCC1(C)C2(C)C,0.375
O=NN(c1ccccc1)c1ccccc1,0.185
N#Cc1cc(I)c(O)c(I)c1,0.295
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0.275
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0.245
Oc1cccc(Cl)c1Cl,0.15
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.255
BrC(Br)Br,0.285
CCCCCl,0.445
CCCCN(CCCC)CCCC,0.465
Cc1ccc(O)c(C)c1,0.3
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,0.205
ClCC(Br)CBr,0.3
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,0.28
CCNc1nc(Cl)nc(NCC)n1,0.325
Oc1ccccc1Cl,0.13
Cc1cccc(O)c1,0.19
ClC(Cl)(Cl)Cl,0.295
Oc1c(Cl)cc(Cl)c2ccccc12,0.13
Oc1cccc(Br)c1,0.16
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,0.175
O=C(O)c1ccccc1,0.075
O=C(O)c1ccc(Cl)cc1,0.23
CCNc1ccccc1,0.11
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,0.365
N#Cc1ccc(O)cc1,0.215
CC1CCC(C(C)C)C(O)C1,0.33
FC(F)(Cl)Cl,0.31
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,0.17
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.245
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0.325
N#Cc1cc(Br)c(O)c(Br)c1,0.26
CNc1ccccc1C,0.165
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0.275
N=C(Nc1ccccc1)Nc1ccccc1,0.085
Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,0.28
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.37
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0.27
BrC(Br)C(Br)Br,0.285
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,0.14
Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.245
CNc1ccccc1,0.095
S=C(NC1CCCCC1)NC1CCCCC1,0.295
CC(N)c1ccccc1,0.09
CCC(C)c1ccc(OCC(O)CO)cc1,0.395
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0.48
C=CC(Cl)CCl,0.31
O=C1CCCCC1C1=CCCCC1,0.245
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.49
CC(Cl)CCl,0.32
CCNc1nc(Cl)nc(NC(C)C)n1,0.325
Oc1ccccc1,0.075
CN(C)C(=S)SSC(=S)N(C)C,0.345
C=CCN(CC=C)CC=C,0.36
CCOc1ccc(N)cc1,0.315
CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,0.425
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,0.445
Cc1ccc(C)c(N)c1,0.295
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,0.475
CCOCC,0.38
Cc1cc(Cl)ccc1OC(C)C(=O)O,0.345
Cc1ccccc1CN,0.165
OCc1ccc(Cl)c(Cl)c1,0.245
CCC(C)c1ccccc1OC(=O)NC,0.165
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,0.17
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0.465
CC(O)COCC(C)O,0.37
O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,0.115
O=C(O)C(Br)C(Br)C(=O)O,0.325
CCNc1ccc(C)cc1,0.28
N#Cc1cccc(C#N)c1,0.16
OCc1c(Cl)cccc1Cl,0.165
O=S1(=O)CCCC1,0.295
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0.34
CC(C)(C)O,0.305
O=C(O)c1ccc(C(=O)O)nc1,0.225
CN1CCCCC1,0.305
NS(=O)(=O)c1ccccc1,0.07
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,0.315
O=C(O)c1cc2ccccc2cc1O,0.16
CCNc1nc(NCC)nc(SC)n1,0.33
Nc1cccc(Cl)c1,0.15
Nc1ccccc1,0.07
CNC(=O)ON=C(SC)C(=O)N(C)C,0.35
CNC(=O)Oc1cc(C)cc(C)c1,0.36
CC(C)(O)C(Cl)(Cl)Cl,0.305
O=NN(O)C1CCCCC1,0.34
Nc1cccc2c(N)cccc12,0.14
OCC(O)c1ccccc1Cl,0.1
C1CNCCN1,0.31
CC(C)CN1CCOCC1,0.28
CCN(CC)CC,0.405
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.34
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.215
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0.4
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0.265
O=C1CCCCCCCCCCCN1,0.25
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,0.425
NCCNCCO,0.4
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0.315
O=C(O)Cc1cccc2ccccc12,0.2
CS(C)=O,0.31
CC(C)(C)C(=O)O,0.305
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,0.41
C(=NC1CCCCC1)=NC1CCCCC1,0.295
O=P(O)(O)OCC(Cl)(Cl)Cl,0.385
O=C(O)c1c(Cl)ccc(Cl)c1Cl,0.21
O=C(O)c1nc(Cl)ccc1Cl,0.26
CNC(=O)Oc1cccc(N=CN(C)C)c1,0.28
c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0.18
Nc1nc(N)nc(NC2CC2)n1,0.3
Cc1cc(Cl)ccc1OCC(=O)O,0.4
C1COCCN1,0.31
Nc1nnc[nH]1,0.36
OCC(CO)(CO)CO,0.34
O=[PH](O)c1ccccc1,0.075
C=CCOP(=O)(OCC=C)OCC=C,0.35
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.725
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,0.31
COP(=O)(OC)OC=C(Cl)Cl,0.39
O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,0.215
O=C(O)c1c(Cl)cccc1Cl,0.145
CNc1ccc(C(=O)O)cc1,0.225
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,0.385
C1COCCO1,0.365
S=C1NCCN1,0.255
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,0.36
O=C(O)COc1ccc(Cl)cc1Cl,0.415
COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.405
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,0.255
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0.22
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,0.325
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,0.32
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.335
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,0.23
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,0.165
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,0.315
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,0.31
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,0.26
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,0.24
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1,0.235
Clc1cccc(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,0.15
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,0.24
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,0.17
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,0.225
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,0.25
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,0.26
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,0.185
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,0.25
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,0.245
ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,0.43
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0.235
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,0.17
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,0.105
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,0.25
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,0.085
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0.08
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.345
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,0.085
ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,0.325
Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,0.085
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.255
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.255
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,0.25
Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,0.25
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0.375
Clc1ccc(-c2ccccc2Cl)cc1,0.095
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0.285
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,0.225
Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,0.305
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0.305
CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,0.095
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.3
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.445
FC(F)(F)c1ccc(Cl)cc1Cl,0.29
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,0.255
CC(C)=CC(C)(C)CC(C)(C)C,0.32
COc1cc(Cl)c(Cl)c(Cl)c1Cl,0.38
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.335
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,0.31
c1ccc2c(c1)sc1ccccc12,0.135
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.365
CC(C)c1ccc(C(C)C)cc1,0.23
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,0.235
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,0.26
c1ccc(-c2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,0.16
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.37
Brc1ccccc1Br,0.07
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,0.325
CCCCCCCCCCCCCCCCO,0.52
CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,0.185
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.45
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0.195
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,0.38
c1ccc(-c2ccccc2)cc1,0.075
CCCCCCCCCCCCCCCC(=O)O,0.8
COc1cc(Cl)c(Cl)cc1Cl,0.43
CCc1cccc(CC)c1,0.185
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0.255
CCCCCCCc1ccc(O)cc1,0.44
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.185
CC1C=CC2CC1C2(C)C,0.36
COc1c(Cl)ccc(Cl)c1Cl,0.325
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,0.255
CC(C)c1cccc2ccccc12,0.205
